round_id,round_name,category,table,entry_name,members,nationality,status,source,source_url,snapshot_date
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,1,Anna Pogharian,Anna Pogharian,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,2,Anna Wolfe,Anna Wolfe,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,3,AnnaRose Etra,AnnaRose Etra,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,4,Carla McKelvey,Carla McKelvey,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,5,Carly Waterman,Carly Waterman,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,6,Carol Nelson,Carol Nelson,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,7,Charese Gainor,Charese Gainor,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,8,Cheri Dracobly,Cheri Dracobly,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,9,Cherie Giannandrea,Cherie Giannandrea,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,10,Christy Wright,Christy Wright,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,11,Clarissa Weiss,Clarissa Weiss,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,12,Cristina Wood,Cristina Wood,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,13,Danielle Donley,Danielle Donley,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,14,Diana Stanley,Diana Stanley,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,15,Emily Baer,Emily Baer,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,16,Emily Knauer,Emily Knauer,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,17,Fusako Menna,Fusako Menna,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,18,Grace Byrnes,Grace Byrnes,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,19,Heather Hansen,Heather Hansen,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
solo_preliminary_1,Individual Preliminary 1 · Friday 10:00am–12:00pm,solo,20,Jae Ann Atwood,Jae Ann Atwood,,assigned,PJM schedule PDF backup,https://www.portlandjigsawmasters.org/s/Preliminary-One-List-of-Contestants.pdf,2026-08-10
